,n_nrml_fwding_table_entries,n_alt_fwding_table_entries,n_opposite_table_entries,n_state_transition_table_entries
110,511,32464.0,16.0,48.0
111,511,32464.0,16.0,48.0
112,511,32464.0,16.0,48.0
113,511,32464.0,16.0,48.0
114,511,32464.0,16.0,48.0
115,511,32464.0,16.0,48.0
116,511,32464.0,16.0,48.0
117,511,32464.0,16.0,48.0
118,511,32464.0,16.0,48.0
119,511,32464.0,16.0,48.0
120,511,32464.0,16.0,48.0
121,511,32464.0,16.0,48.0
122,511,32464.0,16.0,48.0
123,511,32464.0,16.0,48.0
124,511,32464.0,16.0,48.0
125,511,32464.0,16.0,48.0
126,511,32464.0,16.0,48.0
127,511,32464.0,16.0,48.0
128,511,32464.0,16.0,48.0
129,511,32464.0,16.0,48.0
130,511,32464.0,16.0,48.0
131,511,32464.0,16.0,48.0
132,511,32464.0,16.0,48.0
133,511,32464.0,16.0,48.0
134,511,32464.0,16.0,48.0
135,511,32464.0,16.0,48.0
136,511,32464.0,16.0,48.0
137,511,32464.0,16.0,48.0
138,511,32464.0,16.0,48.0
139,511,32464.0,16.0,48.0
140,511,32464.0,16.0,48.0
141,511,32464.0,16.0,48.0
142,511,32464.0,16.0,48.0
143,511,32464.0,16.0,48.0
144,511,32464.0,16.0,48.0
145,511,32464.0,16.0,48.0
146,511,32464.0,16.0,48.0
147,511,32464.0,16.0,48.0
148,511,32464.0,16.0,48.0
149,511,32464.0,16.0,48.0
150,511,32464.0,16.0,48.0
151,511,32464.0,16.0,48.0
152,511,32464.0,16.0,48.0
153,511,32464.0,16.0,48.0
154,511,32464.0,16.0,48.0
155,511,32464.0,16.0,48.0
156,511,32464.0,16.0,48.0
157,511,32464.0,16.0,48.0
158,511,32464.0,16.0,48.0
159,511,32464.0,16.0,48.0
160,511,32464.0,16.0,48.0
161,511,32464.0,16.0,48.0
162,511,32464.0,16.0,48.0
163,511,32464.0,16.0,48.0
164,511,32464.0,16.0,48.0
165,511,32464.0,16.0,48.0
166,511,32464.0,16.0,48.0
167,511,32464.0,16.0,48.0
168,511,32464.0,16.0,48.0
169,511,32464.0,16.0,48.0
170,511,32464.0,16.0,48.0
171,511,32464.0,16.0,48.0
172,511,32464.0,16.0,48.0
173,511,32464.0,16.0,48.0
174,511,32464.0,16.0,48.0
175,511,32464.0,16.0,48.0
176,511,32464.0,16.0,48.0
177,511,32464.0,16.0,48.0
178,511,32464.0,16.0,48.0
179,511,32464.0,16.0,48.0
180,511,32464.0,16.0,48.0
181,511,32464.0,16.0,48.0
182,511,32464.0,16.0,48.0
183,511,32464.0,16.0,48.0
184,511,32464.0,16.0,48.0
185,511,32464.0,16.0,48.0
186,511,32464.0,16.0,48.0
187,511,32464.0,16.0,48.0
188,511,32464.0,16.0,48.0
189,511,32464.0,16.0,48.0
190,511,32464.0,16.0,48.0
191,511,32464.0,16.0,48.0
192,511,32464.0,16.0,48.0
193,511,32464.0,16.0,48.0
194,511,32464.0,16.0,48.0
195,511,32464.0,16.0,48.0
196,511,32464.0,16.0,48.0
197,511,32464.0,16.0,48.0
198,511,32464.0,16.0,48.0
199,511,32464.0,16.0,48.0
200,511,32464.0,16.0,48.0
201,511,32464.0,16.0,48.0
202,511,32464.0,16.0,48.0
203,511,32464.0,16.0,48.0
204,511,32464.0,16.0,48.0
205,511,32464.0,16.0,48.0
206,511,32464.0,16.0,48.0
207,511,32464.0,16.0,48.0
208,511,32464.0,16.0,48.0
209,511,32464.0,16.0,48.0
210,511,32464.0,16.0,48.0
211,511,32464.0,16.0,48.0
212,511,32464.0,16.0,48.0
213,511,32464.0,16.0,48.0
214,511,32464.0,16.0,48.0
215,511,32464.0,16.0,48.0
216,511,32464.0,16.0,48.0
217,511,32464.0,16.0,48.0
218,511,32464.0,16.0,48.0
219,511,32464.0,16.0,48.0
220,511,32464.0,16.0,48.0
221,511,32464.0,16.0,48.0
222,511,32464.0,16.0,48.0
223,511,32464.0,16.0,48.0
224,511,32464.0,16.0,48.0
225,511,32464.0,16.0,48.0
226,511,32464.0,16.0,48.0
227,511,32464.0,16.0,48.0
228,511,32464.0,16.0,48.0
229,511,32464.0,16.0,48.0
230,511,32464.0,16.0,48.0
231,511,32464.0,16.0,48.0
232,511,32464.0,16.0,48.0
233,511,32464.0,16.0,48.0
234,511,32464.0,16.0,48.0
235,511,32464.0,16.0,48.0
236,511,32464.0,16.0,48.0
237,511,32464.0,16.0,48.0
238,511,32464.0,16.0,48.0
239,511,32464.0,16.0,48.0
240,511,32464.0,16.0,48.0
241,511,32464.0,16.0,48.0
242,511,32464.0,16.0,48.0
243,511,32464.0,16.0,48.0
244,511,32464.0,16.0,48.0
245,511,32464.0,16.0,48.0
246,511,32464.0,16.0,48.0
247,511,32464.0,16.0,48.0
248,511,32464.0,16.0,48.0
249,511,32464.0,16.0,48.0
250,511,32464.0,16.0,48.0
251,511,32464.0,16.0,48.0
252,511,32464.0,16.0,48.0
253,511,32464.0,16.0,48.0
254,511,32464.0,16.0,48.0
255,511,32464.0,16.0,48.0
256,511,32464.0,16.0,48.0
257,511,32464.0,16.0,48.0
258,511,32464.0,16.0,48.0
259,511,32464.0,16.0,48.0
260,511,32464.0,16.0,48.0
261,511,32464.0,16.0,48.0
262,511,32464.0,16.0,48.0
263,511,32464.0,16.0,48.0
264,511,32464.0,16.0,48.0
265,511,32464.0,16.0,48.0
266,511,32464.0,16.0,48.0
267,511,32464.0,16.0,48.0
268,511,32464.0,16.0,48.0
269,511,32464.0,16.0,48.0
270,511,32464.0,16.0,48.0
271,511,32464.0,16.0,48.0
272,511,32464.0,16.0,48.0
273,511,32464.0,16.0,48.0
274,511,32464.0,16.0,48.0
275,511,32464.0,16.0,48.0
276,511,32464.0,16.0,48.0
277,511,32464.0,16.0,48.0
278,511,32464.0,16.0,48.0
279,511,32464.0,16.0,48.0
280,511,32464.0,16.0,48.0
281,511,32464.0,16.0,48.0
282,511,32464.0,16.0,48.0
283,511,32464.0,16.0,48.0
284,511,32464.0,16.0,48.0
285,511,32464.0,16.0,48.0
286,511,32464.0,16.0,48.0
287,511,32464.0,16.0,48.0
288,511,32464.0,16.0,48.0
289,511,32464.0,16.0,48.0
290,511,32464.0,16.0,48.0
291,511,32464.0,16.0,48.0
292,511,32464.0,16.0,48.0
293,511,32464.0,16.0,48.0
294,511,32464.0,16.0,48.0
295,511,32464.0,16.0,48.0
296,511,32464.0,16.0,48.0
297,511,32464.0,16.0,48.0
298,511,32464.0,16.0,48.0
299,511,32464.0,16.0,48.0
300,511,32464.0,16.0,48.0
301,511,32464.0,16.0,48.0
302,511,32464.0,16.0,48.0
303,511,32464.0,16.0,48.0
304,511,32464.0,16.0,48.0
305,511,32464.0,16.0,48.0
306,511,32464.0,16.0,48.0
307,511,32464.0,16.0,48.0
308,511,32464.0,16.0,48.0
309,511,32464.0,16.0,48.0
310,511,32464.0,16.0,48.0
311,511,32464.0,16.0,48.0
312,511,32464.0,16.0,48.0
313,511,32464.0,16.0,48.0
314,511,32464.0,16.0,48.0
315,511,32464.0,16.0,48.0
316,511,32464.0,16.0,48.0
317,511,32464.0,16.0,48.0
318,511,32464.0,16.0,48.0
319,511,32464.0,16.0,48.0
320,511,32464.0,16.0,48.0
321,511,32464.0,16.0,48.0
322,511,32464.0,16.0,48.0
323,511,32464.0,16.0,48.0
324,511,32464.0,16.0,48.0
325,511,32464.0,16.0,48.0
326,511,32464.0,16.0,48.0
327,511,32464.0,16.0,48.0
328,511,32464.0,16.0,48.0
329,511,32464.0,16.0,48.0
330,511,32464.0,16.0,48.0
331,511,32464.0,16.0,48.0
332,511,32464.0,16.0,48.0
333,511,32464.0,16.0,48.0
334,511,32464.0,16.0,48.0
335,511,32464.0,16.0,48.0
336,511,32464.0,16.0,48.0
337,511,32464.0,16.0,48.0
338,511,32464.0,16.0,48.0
339,511,32464.0,16.0,48.0
340,511,32464.0,16.0,48.0
341,511,32464.0,16.0,48.0
342,511,32464.0,16.0,48.0
343,511,32464.0,16.0,48.0
344,511,32464.0,16.0,48.0
345,511,32464.0,16.0,48.0
346,511,32464.0,16.0,48.0
347,511,32464.0,16.0,48.0
348,511,32464.0,16.0,48.0
349,511,32464.0,16.0,48.0
350,511,32464.0,16.0,48.0
351,511,32464.0,16.0,48.0
352,511,32464.0,16.0,48.0
353,511,32464.0,16.0,48.0
354,511,32464.0,16.0,48.0
355,511,32464.0,16.0,48.0
356,511,32464.0,16.0,48.0
357,511,32464.0,16.0,48.0
358,511,32464.0,16.0,48.0
359,511,32464.0,16.0,48.0
360,511,32464.0,16.0,48.0
361,511,32464.0,16.0,48.0
362,511,32464.0,16.0,48.0
363,511,32464.0,16.0,48.0
364,511,32464.0,16.0,48.0
365,511,32464.0,16.0,48.0
366,511,32464.0,16.0,48.0
367,511,32464.0,16.0,48.0
368,511,32464.0,16.0,48.0
369,511,32464.0,16.0,48.0
370,511,32464.0,16.0,48.0
371,511,32464.0,16.0,48.0
372,511,32464.0,16.0,48.0
373,511,32464.0,16.0,48.0
374,511,32464.0,16.0,48.0
375,511,32464.0,16.0,48.0
376,511,32464.0,16.0,48.0
377,511,32464.0,16.0,48.0
378,511,32464.0,16.0,48.0
379,511,32464.0,16.0,48.0
380,511,32464.0,16.0,48.0
381,511,32464.0,16.0,48.0
382,511,32464.0,16.0,48.0
383,511,32464.0,16.0,48.0
384,511,32464.0,16.0,48.0
385,511,32464.0,16.0,48.0
386,511,32464.0,16.0,48.0
387,511,32464.0,16.0,48.0
388,511,32464.0,16.0,48.0
389,511,32464.0,16.0,48.0
390,511,32464.0,16.0,48.0
391,511,32464.0,16.0,48.0
392,511,32464.0,16.0,48.0
393,511,32464.0,16.0,48.0
394,511,32464.0,16.0,48.0
395,511,32464.0,16.0,48.0
396,511,32464.0,16.0,48.0
397,511,32464.0,16.0,48.0
398,511,32464.0,16.0,48.0
399,511,32464.0,16.0,48.0
400,511,32464.0,16.0,48.0
401,511,32464.0,16.0,48.0
402,511,32464.0,16.0,48.0
403,511,32464.0,16.0,48.0
404,511,32464.0,16.0,48.0
405,511,32464.0,16.0,48.0
406,511,32464.0,16.0,48.0
407,511,32464.0,16.0,48.0
408,511,32464.0,16.0,48.0
409,511,32464.0,16.0,48.0
410,511,32464.0,16.0,48.0
411,511,32464.0,16.0,48.0
412,511,32464.0,16.0,48.0
413,511,32464.0,16.0,48.0
414,511,32464.0,16.0,48.0
415,511,32464.0,16.0,48.0
416,511,32464.0,16.0,48.0
417,511,32464.0,16.0,48.0
418,511,32464.0,16.0,48.0
419,511,32464.0,16.0,48.0
420,511,32464.0,16.0,48.0
421,511,32464.0,16.0,48.0
422,511,32464.0,16.0,48.0
423,511,32464.0,16.0,48.0
424,511,32464.0,16.0,48.0
425,511,32464.0,16.0,48.0
426,511,32464.0,16.0,48.0
427,511,32464.0,16.0,48.0
428,511,32464.0,16.0,48.0
429,511,32464.0,16.0,48.0
430,511,32464.0,16.0,48.0
431,511,32464.0,16.0,48.0
432,511,32464.0,16.0,48.0
433,511,32464.0,16.0,48.0
434,511,32464.0,16.0,48.0
435,511,32464.0,16.0,48.0
436,511,32464.0,16.0,48.0
437,511,32464.0,16.0,48.0
438,511,32464.0,16.0,48.0
439,511,32464.0,16.0,48.0
440,511,32464.0,16.0,48.0
441,511,32464.0,16.0,48.0
442,511,32464.0,16.0,48.0
443,511,32464.0,16.0,48.0
444,511,32464.0,16.0,48.0
445,511,32464.0,16.0,48.0
446,511,32464.0,16.0,48.0
447,511,32464.0,16.0,48.0
448,511,32464.0,16.0,48.0
449,511,32464.0,16.0,48.0
450,511,32464.0,16.0,48.0
451,511,32464.0,16.0,48.0
452,511,32464.0,16.0,48.0
453,511,32464.0,16.0,48.0
454,511,32464.0,16.0,48.0
455,511,32464.0,16.0,48.0
456,511,32464.0,16.0,48.0
457,511,32464.0,16.0,48.0
458,511,32464.0,16.0,48.0
459,511,32464.0,16.0,48.0
460,511,32464.0,16.0,48.0
461,511,32464.0,16.0,48.0
462,511,32464.0,16.0,48.0
463,511,32464.0,16.0,48.0
464,511,32464.0,16.0,48.0
465,511,32464.0,16.0,48.0
466,511,32464.0,16.0,48.0
467,511,32464.0,16.0,48.0
468,511,32464.0,16.0,48.0
469,511,32464.0,16.0,48.0
470,511,32464.0,16.0,48.0
471,511,32464.0,16.0,48.0
472,511,32464.0,16.0,48.0
473,511,32464.0,16.0,48.0
474,511,32464.0,16.0,48.0
475,511,32464.0,16.0,48.0
476,511,32464.0,16.0,48.0
477,511,32464.0,16.0,48.0
478,511,32464.0,16.0,48.0
479,511,32464.0,16.0,48.0
480,511,32464.0,16.0,48.0
481,511,32464.0,16.0,48.0
482,511,32464.0,16.0,48.0
483,511,32464.0,16.0,48.0
484,511,32464.0,16.0,48.0
485,511,32464.0,16.0,48.0
486,511,32464.0,16.0,48.0
487,511,32464.0,16.0,48.0
488,511,32464.0,16.0,48.0
489,511,32464.0,16.0,48.0
490,511,32464.0,16.0,48.0
491,511,32464.0,16.0,48.0
492,511,32464.0,16.0,48.0
493,511,32464.0,16.0,48.0
494,511,32464.0,16.0,48.0
495,511,32464.0,16.0,48.0
496,511,32464.0,16.0,48.0
497,511,32464.0,16.0,48.0
498,511,32464.0,16.0,48.0
499,511,32464.0,16.0,48.0
500,511,32464.0,16.0,48.0
501,511,32464.0,16.0,48.0
502,511,32464.0,16.0,48.0
503,511,32464.0,16.0,48.0
504,511,32464.0,16.0,48.0
505,511,32464.0,16.0,48.0
506,511,32464.0,16.0,48.0
507,511,32464.0,16.0,48.0
508,511,32464.0,16.0,48.0
509,511,32464.0,16.0,48.0
510,511,32464.0,16.0,48.0
511,511,32464.0,16.0,48.0
512,512,24320.0,32.0,96.0
513,512,24320.0,32.0,96.0
514,512,24320.0,32.0,96.0
515,512,24320.0,32.0,96.0
516,512,24320.0,32.0,96.0
517,512,24320.0,32.0,96.0
518,512,24320.0,32.0,96.0
519,512,24320.0,32.0,96.0
520,512,24320.0,32.0,96.0
521,512,24320.0,32.0,96.0
522,512,24320.0,32.0,96.0
523,512,24320.0,32.0,96.0
524,512,24320.0,32.0,96.0
525,512,24320.0,32.0,96.0
526,512,24320.0,32.0,96.0
527,512,24320.0,32.0,96.0
528,512,24320.0,32.0,96.0
529,512,24320.0,32.0,96.0
530,512,24320.0,32.0,96.0
531,512,24320.0,32.0,96.0
532,512,24320.0,32.0,96.0
533,512,24320.0,32.0,96.0
534,512,24320.0,32.0,96.0
535,512,24320.0,32.0,96.0
536,512,24320.0,32.0,96.0
537,512,24320.0,32.0,96.0
538,512,24320.0,32.0,96.0
539,512,24320.0,32.0,96.0
540,512,24320.0,32.0,96.0
541,512,24320.0,32.0,96.0
542,512,24320.0,32.0,96.0
543,512,24320.0,32.0,96.0
544,512,24320.0,32.0,96.0
545,512,24320.0,32.0,96.0
546,512,24320.0,32.0,96.0
547,512,24320.0,32.0,96.0
548,512,24320.0,32.0,96.0
549,512,24320.0,32.0,96.0
550,512,24320.0,32.0,96.0
551,512,24320.0,32.0,96.0
552,512,24320.0,32.0,96.0
553,512,24320.0,32.0,96.0
554,512,24320.0,32.0,96.0
555,512,24320.0,32.0,96.0
556,512,24320.0,32.0,96.0
557,512,24320.0,32.0,96.0
558,512,24320.0,32.0,96.0
559,512,24320.0,32.0,96.0
560,512,24320.0,32.0,96.0
561,512,24320.0,32.0,96.0
562,512,24320.0,32.0,96.0
563,512,24320.0,32.0,96.0
564,512,24320.0,32.0,96.0
565,512,24320.0,32.0,96.0
566,512,24320.0,32.0,96.0
567,512,24320.0,32.0,96.0
568,512,24320.0,32.0,96.0
569,512,24320.0,32.0,96.0
570,512,24320.0,32.0,96.0
571,512,24320.0,32.0,96.0
572,512,24320.0,32.0,96.0
573,512,24320.0,32.0,96.0
574,512,24320.0,32.0,96.0
575,512,24320.0,32.0,96.0
576,512,24320.0,32.0,96.0
577,512,24320.0,32.0,96.0
578,512,24320.0,32.0,96.0
579,512,24320.0,32.0,96.0
580,512,24320.0,32.0,96.0
581,512,24320.0,32.0,96.0
582,512,24320.0,32.0,96.0
583,512,24320.0,32.0,96.0
584,512,24320.0,32.0,96.0
585,512,24320.0,32.0,96.0
586,512,24320.0,32.0,96.0
587,512,24320.0,32.0,96.0
588,512,24320.0,32.0,96.0
589,512,24320.0,32.0,96.0
590,512,24320.0,32.0,96.0
591,512,24320.0,32.0,96.0
592,512,24320.0,32.0,96.0
593,512,24320.0,32.0,96.0
594,512,24320.0,32.0,96.0
595,512,24320.0,32.0,96.0
596,512,24320.0,32.0,96.0
597,512,24320.0,32.0,96.0
598,512,24320.0,32.0,96.0
599,512,24320.0,32.0,96.0
600,512,24320.0,32.0,96.0
601,512,24320.0,32.0,96.0
602,512,24320.0,32.0,96.0
603,512,24320.0,32.0,96.0
604,512,24320.0,32.0,96.0
605,512,24320.0,32.0,96.0
606,512,24320.0,32.0,96.0
607,512,24320.0,32.0,96.0
608,512,24320.0,32.0,96.0
609,512,24320.0,32.0,96.0
610,512,24320.0,32.0,96.0
611,512,24320.0,32.0,96.0
612,512,24320.0,32.0,96.0
613,512,24320.0,32.0,96.0
614,512,24320.0,32.0,96.0
615,512,24320.0,32.0,96.0
616,512,24320.0,32.0,96.0
617,512,24320.0,32.0,96.0
618,512,24320.0,32.0,96.0
619,512,24320.0,32.0,96.0
620,512,24320.0,32.0,96.0
621,512,24320.0,32.0,96.0
622,512,24320.0,32.0,96.0
623,512,24320.0,32.0,96.0
624,512,24320.0,32.0,96.0
625,512,24320.0,32.0,96.0
626,512,24320.0,32.0,96.0
627,512,24320.0,32.0,96.0
628,512,24320.0,32.0,96.0
629,512,24320.0,32.0,96.0
630,512,24320.0,32.0,96.0
631,512,24320.0,32.0,96.0
632,512,24320.0,32.0,96.0
633,512,24320.0,32.0,96.0
634,512,24320.0,32.0,96.0
635,512,24320.0,32.0,96.0
636,512,24320.0,32.0,96.0
637,512,24320.0,32.0,96.0
638,512,24320.0,32.0,96.0
639,512,24320.0,32.0,96.0
640,512,24320.0,32.0,96.0
641,512,24320.0,32.0,96.0
642,512,24320.0,32.0,96.0
643,512,24320.0,32.0,96.0
644,512,24320.0,32.0,96.0
645,512,24320.0,32.0,96.0
646,512,24320.0,32.0,96.0
647,512,24320.0,32.0,96.0
648,512,24320.0,32.0,96.0
649,512,24320.0,32.0,96.0
650,512,24320.0,32.0,96.0
651,512,24320.0,32.0,96.0
652,512,24320.0,32.0,96.0
653,512,24320.0,32.0,96.0
654,512,24320.0,32.0,96.0
655,512,24320.0,32.0,96.0
656,512,24320.0,32.0,96.0
657,512,24320.0,32.0,96.0
658,512,24320.0,32.0,96.0
659,512,24320.0,32.0,96.0
660,512,24320.0,32.0,96.0
661,512,24320.0,32.0,96.0
662,512,24320.0,32.0,96.0
663,512,24320.0,32.0,96.0
664,512,24320.0,32.0,96.0
665,512,24320.0,32.0,96.0
666,512,24320.0,32.0,96.0
667,512,24320.0,32.0,96.0
668,512,24320.0,32.0,96.0
669,512,24320.0,32.0,96.0
670,512,24320.0,32.0,96.0
671,512,24320.0,32.0,96.0
672,512,24320.0,32.0,96.0
673,512,24320.0,32.0,96.0
674,512,24320.0,32.0,96.0
675,512,24320.0,32.0,96.0
676,512,24320.0,32.0,96.0
677,512,24320.0,32.0,96.0
678,512,24320.0,32.0,96.0
679,512,24320.0,32.0,96.0
680,512,24320.0,32.0,96.0
681,512,24320.0,32.0,96.0
682,512,24320.0,32.0,96.0
683,512,24320.0,32.0,96.0
684,512,24320.0,32.0,96.0
685,512,24320.0,32.0,96.0
686,512,24320.0,32.0,96.0
687,512,24320.0,32.0,96.0
688,512,24320.0,32.0,96.0
689,512,24320.0,32.0,96.0
690,512,24320.0,32.0,96.0
691,512,24320.0,32.0,96.0
692,512,24320.0,32.0,96.0
693,512,24320.0,32.0,96.0
694,512,24320.0,32.0,96.0
695,512,24320.0,32.0,96.0
696,512,24320.0,32.0,96.0
697,512,24320.0,32.0,96.0
698,512,24320.0,32.0,96.0
699,512,24320.0,32.0,96.0
700,512,24320.0,32.0,96.0
701,512,24320.0,32.0,96.0
702,512,24320.0,32.0,96.0
703,512,24320.0,32.0,96.0
704,512,24320.0,32.0,96.0
705,512,24320.0,32.0,96.0
706,512,24320.0,32.0,96.0
707,512,24320.0,32.0,96.0
708,512,24320.0,32.0,96.0
709,512,24320.0,32.0,96.0
710,512,24320.0,32.0,96.0
711,512,24320.0,32.0,96.0
712,512,24320.0,32.0,96.0
713,512,24320.0,32.0,96.0
714,512,24320.0,32.0,96.0
715,512,24320.0,32.0,96.0
716,512,24320.0,32.0,96.0
717,512,24320.0,32.0,96.0
718,512,24320.0,32.0,96.0
719,512,24320.0,32.0,96.0
720,512,24320.0,32.0,96.0
721,512,24320.0,32.0,96.0
722,512,24320.0,32.0,96.0
723,512,24320.0,32.0,96.0
724,512,24320.0,32.0,96.0
725,512,24320.0,32.0,96.0
726,512,24320.0,32.0,96.0
727,512,24320.0,32.0,96.0
728,512,24320.0,32.0,96.0
729,512,24320.0,32.0,96.0
730,512,24320.0,32.0,96.0
731,512,24320.0,32.0,96.0
732,512,24320.0,32.0,96.0
733,512,24320.0,32.0,96.0
734,512,24320.0,32.0,96.0
735,512,24320.0,32.0,96.0
736,512,24320.0,32.0,96.0
737,512,24320.0,32.0,96.0
738,512,24320.0,32.0,96.0
739,512,24320.0,32.0,96.0
740,512,24320.0,32.0,96.0
741,512,24320.0,32.0,96.0
742,512,24320.0,32.0,96.0
743,512,24320.0,32.0,96.0
744,512,24320.0,32.0,96.0
745,512,24320.0,32.0,96.0
746,512,24320.0,32.0,96.0
747,512,24320.0,32.0,96.0
748,512,24320.0,32.0,96.0
749,512,24320.0,32.0,96.0
750,512,24320.0,32.0,96.0
751,512,24320.0,32.0,96.0
752,512,24320.0,32.0,96.0
753,512,24320.0,32.0,96.0
754,512,24320.0,32.0,96.0
755,512,24320.0,32.0,96.0
756,512,24320.0,32.0,96.0
757,512,24320.0,32.0,96.0
758,512,24320.0,32.0,96.0
759,512,24320.0,32.0,96.0
760,512,24320.0,32.0,96.0
761,512,24320.0,32.0,96.0
762,512,24320.0,32.0,96.0
763,512,24320.0,32.0,96.0
764,512,24320.0,32.0,96.0
765,512,24320.0,32.0,96.0
766,512,24320.0,32.0,96.0
767,512,24320.0,32.0,96.0
768,512,24320.0,32.0,96.0
769,512,24320.0,32.0,96.0
770,512,24320.0,32.0,96.0
771,512,24320.0,32.0,96.0
772,512,24320.0,32.0,96.0
773,512,24320.0,32.0,96.0
774,512,24320.0,32.0,96.0
775,512,24320.0,32.0,96.0
776,512,24320.0,32.0,96.0
777,512,24320.0,32.0,96.0
778,512,24320.0,32.0,96.0
779,512,24320.0,32.0,96.0
780,512,24320.0,32.0,96.0
781,512,24320.0,32.0,96.0
782,512,24320.0,32.0,96.0
783,512,24320.0,32.0,96.0
784,512,24320.0,32.0,96.0
785,512,24320.0,32.0,96.0
786,512,24320.0,32.0,96.0
787,512,24320.0,32.0,96.0
788,512,24320.0,32.0,96.0
789,512,24320.0,32.0,96.0
790,512,24320.0,32.0,96.0
791,512,24320.0,32.0,96.0
792,512,24320.0,32.0,96.0
793,512,24320.0,32.0,96.0
794,512,24320.0,32.0,96.0
795,512,24320.0,32.0,96.0
796,512,24320.0,32.0,96.0
797,512,24320.0,32.0,96.0
798,512,24320.0,32.0,96.0
799,512,24320.0,32.0,96.0
800,512,24320.0,32.0,96.0
801,512,24320.0,32.0,96.0
802,512,24320.0,32.0,96.0
803,512,24320.0,32.0,96.0
804,512,24320.0,32.0,96.0
805,512,24320.0,32.0,96.0
806,512,24320.0,32.0,96.0
807,512,24320.0,32.0,96.0
808,512,24320.0,32.0,96.0
809,512,24320.0,32.0,96.0
810,512,24320.0,32.0,96.0
811,512,24320.0,32.0,96.0
812,512,24320.0,32.0,96.0
813,512,24320.0,32.0,96.0
814,512,24320.0,32.0,96.0
815,512,24320.0,32.0,96.0
816,512,24320.0,32.0,96.0
