,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
301,456884000,1476122000,1000000,1000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,311300000,311450000,1000000,1000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1150020,1000000,1000000,10,150020
331,426984000,1446172000,1000000,1000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1000000,1000000,1000000,10,0
2,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
32,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
62,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
92,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
122,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
152,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
182,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
212,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
242,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
272,146684000,583536000,1000000,1000000,100000,200000,145584000,582336000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
302,146684000,583536000,1000000,1000000,100000,200000,145584000,582336000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
332,426984000,1446172000,1000000,1000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1000000,1000000,1000000,10,0
3,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
33,456834000,456884000,1000000,1000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311250000,311300000,1000000,1000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
63,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
93,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
123,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
153,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
183,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
213,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
243,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
273,146684000,583536000,1000000,1000000,100000,200000,145584000,582336000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
303,146684000,583536000,1000000,1000000,100000,200000,145584000,582336000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
333,426984000,1446172000,1000000,1000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1000000,1000000,1000000,10,0
4,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
34,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
64,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
94,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
124,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
154,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
184,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
214,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
244,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
274,456734000,1476022000,1000000,1000000,0,200000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,311150000,311350000,1000000,1000000,0,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1150020,1000000,1000000,10,150020
304,146684000,583536000,1000000,1000000,100000,200000,145584000,582336000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
334,426984000,1446172000,1000000,1000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1000000,1000000,1000000,10,0
5,426684000,426784000,1000000,1000000,0,100000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,281100000,281200000,1000000,1000000,0,100000,0,0,100000,100000,280000000,280000000,280100000,280100000,1000010,1100010,1000000,1000000,10,100010
35,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
65,456834000,456884000,1000000,1000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311250000,311300000,1000000,1000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
95,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
125,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
155,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
185,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
215,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
245,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
275,456884000,1476122000,1000000,1000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,311300000,311450000,1000000,1000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1150020,1000000,1000000,10,150020
305,146684000,583536000,1000000,1000000,100000,200000,145584000,582336000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
335,426984000,1446172000,1000000,1000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1000000,1000000,1000000,10,0
6,426784000,426884000,1000000,1000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,281200000,281300000,1000000,1000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,1000010,1100010,1000000,1000000,10,100010
36,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
66,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
96,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
126,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
156,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
186,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
216,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
246,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
276,456884000,1476122000,1000000,1000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,311300000,311450000,1000000,1000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1150020,1000000,1000000,10,150020
306,456734000,1476022000,1000000,1000000,0,200000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,311150000,311350000,1000000,1000000,0,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1150020,1000000,1000000,10,150020
336,426984000,1446172000,1000000,1000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1000000,1000000,1000000,10,0
7,426784000,426884000,1000000,1000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,281200000,281300000,1000000,1000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,1000010,1100010,1000000,1000000,10,100010
37,426684000,426784000,1000000,1000000,0,100000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,281100000,281200000,1000000,1000000,0,100000,0,0,100000,100000,280000000,280000000,280100000,280100000,1000010,1100010,1000000,1000000,10,100010
67,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
97,456834000,456884000,1000000,1000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311250000,311300000,1000000,1000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
127,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
157,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
187,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
217,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
247,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
277,456884000,1476122000,1000000,1000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,311300000,311450000,1000000,1000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1150020,1000000,1000000,10,150020
307,456884000,1476122000,1000000,1000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,311300000,311450000,1000000,1000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1150020,1000000,1000000,10,150020
8,426784000,426884000,1000000,1000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,281200000,281300000,1000000,1000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,1000010,1100010,1000000,1000000,10,100010
38,426784000,426884000,1000000,1000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,281200000,281300000,1000000,1000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,1000010,1100010,1000000,1000000,10,100010
68,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
98,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
128,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
158,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
188,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
218,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
248,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
278,146684000,583536000,1000000,1000000,100000,200000,145584000,582336000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
308,456884000,1476122000,1000000,1000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,311300000,311450000,1000000,1000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1150020,1000000,1000000,10,150020
9,456834000,456884000,1000000,1000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311250000,311300000,1000000,1000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
39,426784000,426884000,1000000,1000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,281200000,281300000,1000000,1000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,1000010,1100010,1000000,1000000,10,100010
69,426684000,426784000,1000000,1000000,0,100000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,281100000,281200000,1000000,1000000,0,100000,0,0,100000,100000,280000000,280000000,280100000,280100000,1000010,1100010,1000000,1000000,10,100010
99,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
129,456834000,456884000,1000000,1000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311250000,311300000,1000000,1000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
159,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
189,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
219,426984000,427084000,1000000,1000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,281400000,281500000,1000000,1000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,1000010,1100010,1000000,1000000,10,100010
249,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
279,146684000,583536000,1000000,1000000,100000,200000,145584000,582336000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
309,456884000,1476122000,1000000,1000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,311300000,311450000,1000000,1000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1150020,1000000,1000000,10,150020
10,456834000,456884000,1000000,1000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311250000,311300000,1000000,1000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
40,426784000,426884000,1000000,1000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,281200000,281300000,1000000,1000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,1000010,1100010,1000000,1000000,10,100010
70,426784000,426884000,1000000,1000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,281200000,281300000,1000000,1000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,1000010,1100010,1000000,1000000,10,100010
100,456884000,456934000,1000000,1000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,311300000,311350000,1000000,1000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,1000010,1250030,1000000,1000000,10,250030
